#data_type=2
Rnf34	-1.083081382	0.812342288
Rbck1	1.201829887	0.498221808
Pnpo	1.392702912	0.156162617
Spin1	-1.017972278	0.947502361
Spin1	-1.653472917	0.09039601
Dazap2 /// Gm2444	-1.584746242	0.058208586
Ddr1	-2.85020878	0.136091497
Ddr1	-1.744190224	0.299049922
Wbp11	1.357480367	0.203257244
Gja1	-19.22289536	0.005195689
Gja1	-2.506312571	0.094430322
Slc16a1	1.535779562	0.112812797
Srsf2	1.763662849	0.049377497
Uhrf1	3.076585023	0.009602329
Uhrf1	2.564197613	0.024126661
Gsn	-3.322867819	0.011549071
Api5	1.548304192	0.18634843
Atp6v1b2	-1.146705474	0.582657427
Cct7	1.354124869	0.176924343
Cct7	1.578121134	0.067144119
Anxa6	-1.106405924	0.657116057
Ppp2r1a	-1.11298039	0.701331202
Nono	-1.229113691	0.294849362
Nptn	-1.16302343	0.545245089
Scd2	1.285318903	0.236045588
Scd2	1.572536629	0.139535068
Scd2	1.418440027	0.135614717
Csnk1d	-1.364833744	0.268791914
Atp6v1h	-1.123088449	0.68883656
Serp1	-1.026822578	0.919273897
Serp1	1.088838442	0.731926464
Lbr	-1.387589652	0.117976341
Orc5	1.021021092	0.954618314
Psmd2	1.205583624	0.41824603
Rps29	1.194236654	0.402613938
Dusp6	-1.090914609	0.750044851
Aldh18a1	1.544487676	0.237195241
Serinc1	-2.112368264	0.034279759
Npm1	-1.119024649	0.649344198
Elovl5	1.006484249	0.980904507
Dync1i2	-1.393948753	0.144026973
Mlst8	1.004045078	0.987399991
Stmn1	2.068672954	0.12778714
Rasa3	-1.522869002	0.087690185
Gm15210 /// Impdh2	2.072322667	0.044954018
Gm15210 /// Impdh2	2.241584012	0.033872488
Def8	1.304915773	0.270960499
Emb	-2.077895562	0.112161096
Emb	-4.536694449	0.012659707
Eif3c	1.080064877	0.806609817
Eif3c	1.39601982	0.351057454
Kpna2	4.084142625	0.022661764
Eif4g2	-1.0727794	0.820656564
Bpgm	1.508402557	0.157275408
Bpgm	1.868896148	0.040019829
Unc45a	-1.016431832	0.96048883
Cct4	1.481030625	0.113603411
Trim28	1.050615489	0.831870047
Calu	-1.335338703	0.344922357
Hnrnph1	-1.18194463	0.476779204
Actr1a	1.099644003	0.697140281
Spry1	1.263337729	0.605515835
Rps26	-1.075688726	0.757147756
Rrm1	2.9897578	0.01133474
Rplp2	-1.078128084	0.760803283
Lamp1	-1.5102479	0.074198812
Ghitm	-1.260677586	0.409420631
Ghitm	1.044005301	0.898525092
Cela3b	-1.06546773	0.78803668
Sh2d3c	1.204313686	0.500021447
Tfg	1.042768556	0.85396841
Hdgf	1.699986426	0.087690185
Hsp90b1	-1.201860825	0.360808806
Papss1	-1.578566481	0.253657371
Suclg1	-1.733871498	0.032412084
Sgpl1	-1.815455537	0.029016263
Enpp2	-1.141263986	0.76944963
Snrpn /// Snurf	-1.227887391	0.528732237
Snrpn /// Snurf	-1.368929622	0.19856686
Junb	-2.28711317	0.009035595
Plod3	1.111438947	0.61676261
Slc38a1	1.06259104	0.791331429
Tmsb4x	-1.214654673	0.369354474
Ccnd3	-1.03443908	0.915238083
Tspyl1	1.204092643	0.353573336
Stip1	2.007494546	0.036020272
Ciapin1	1.194741717	0.461711864
Impact	-1.016155024	0.957484739
Gm15483 /// LOC102642137 /// Rps13 /// Rps13-ps4	-1.206759821	0.431086015
Hnrnpab	5.19406695	0.010843061
Ddx1	1.803953699	0.025166026
Mthfd1	3.547324442	0.025928246
Mthfd1	2.864585622	0.031544813
Tpi1	1.224588839	0.380308553
Cstf2t	-1.153201738	0.512790036
Marcksl1	2.358140025	0.071260958
Nup62	1.594992816	0.118669516
Nup62	1.336450656	0.22953408
Map1lc3b	-1.748308173	0.037222974
Map1lc3b	-1.408086771	0.198006705
Map1lc3b	-1.356536861	0.242358876
Atp9a	-2.389562836	0.024126661
Cox5a	1.129996723	0.689535064
Cops8	1.295445765	0.218516635
Pdcd6ip	-1.177672407	0.658337339
Zfand2a	1.294618175	0.251805469
Zfand2a	1.098309069	0.720928924
Gm5621 /// Rpl10	1.09361601	0.698914054
Sdc1	-2.259779886	0.035448426
Mcm5	2.954248143	0.010615277
Pigq	1.30591227	0.273217992
Creg1	1.178480421	0.479089458
Creg1	1.657712086	0.074999332
Pebp1	1.404933674	0.167316609
Mark2	-1.558273878	0.071951565
Mark2	-1.36192623	0.171765697
Prm1	-1.06616487	0.764763501
Cdk16	1.059262238	0.801080604
Rrp1	-1.084402571	0.732482445
Slc2a4	1.111723023	0.691032006
Itm2c	-2.102671192	0.025468881
Eif3h	-1.068418475	0.818817929
Hnrnph2	-1.098627302	0.731440988
Scd1	5.472377628	0.00082151
Scd1	3.310897778	0.005873449
Ndufv1	1.85326593	0.041400585
Ndufv1	1.443745847	0.149237544
Kap	1.184059431	0.589492374
Cox6c	1.091615017	0.694971194
Marcks	1.110930318	0.665920714
Marcks	1.142288072	0.586045865
Marcks	-1.111316182	0.767837997
Map2k2	-1.072351699	0.764356114
Carhsp1	-1.382070183	0.233536699
Carhsp1	-2.24837879	0.008527251
Isyna1	2.227527558	0.053577168
Rpl7	-1.14293382	0.603062977
Atp5g2	-1.243274194	0.436397226
Herpud2	-1.574321371	0.081400072
Herpud2	-1.126876518	0.605010952
Lcp1	-1.582479153	0.078258203
Acadm	-1.221783954	0.434359589
Sf3b3	1.319124675	0.420581911
Clcn4-2	-1.793421306	0.049940322
Hdlbp	-1.223025093	0.46865516
Hdlbp	-1.036998466	0.929449316
Vdac2	1.577870734	0.054692984
Klhdc3	1.293684432	0.254010318
Pigo	-1.151658711	0.677972101
Sqle	1.378901784	0.161709572
Casp6	-3.876749398	0.004424312
Txnip	-2.427353225	0.131643731
Txnip	-1.489545276	0.456241602
Vdac1	-1.419459557	0.206322668
Hey1	-1.603399342	0.168160228
Gm21399 /// Prdx1	3.030157862	0.019703532
Cotl1	1.039851941	0.905678321
Cotl1	-1.009588275	0.974319442
Ywhah	1.027851946	0.925124293
Psmc1	1.800495823	0.053577168
Mdk	-1.17072086	0.51175418
Satb1	-3.757420106	0.003876196
Satb1	-2.821234127	0.006884437
Tspan3	-1.492556809	0.121695483
Ehd1	-1.407291671	0.22203625
Ehd1	-1.320463062	0.181286617
Pld3	-2.403846967	0.036515203
Abce1	2.287768567	0.080911521
Abce1	3.138857081	0.026124636
Tap1	1.09398228	0.776698781
Copg1	1.09009965	0.730057894
Dr1	1.294411644	0.322921563
Dr1	1.013363601	0.974113098
Atp5g1	1.760417219	0.097500132
Fabp5	2.442262036	0.016942266
Fabp5	2.981775754	0.024804373
Cct3	2.238716447	0.045805698
LOC102635048 /// Rpl12	-1.085790458	0.713218838
Pdcd6	-1.032762177	0.889185932
Hn1	1.415653028	0.297990335
Klf10	1.169150557	0.609117274
Mcm7	4.259991121	0.007123394
Mcm7	3.181049026	0.012199846
Tmem109	1.741203903	0.06753136
Cd24a	-6.642460062	0.003699342
Hif1a	-3.214007582	0.007771675
Fkbp1a	-1.047366254	0.885395228
Cct2	1.581526237	0.111090586
Snd1	-1.745587002	0.075006838
Sgk1	-2.770651769	0.041400585
Nasp	3.766812213	0.022006508
Flii	1.07989918	0.751592183
Smarcb1	1.247873048	0.281992988
Fuca2	1.045554089	0.868962432
Phc2	1.158598686	0.614295281
Scarb1	1.442967817	0.218780866
Prps1	3.659662216	0.019798763
Rps5	-1.112153449	0.693240167
Ndufb11	-3.48984429	0.007333578
Ndufb11	-3.203802019	0.007333578
Atp5c1	-1.119766461	0.607419786
Sec23b	-1.163076485	0.475304825
Tbc1d15	-1.680416516	0.038772107
Tbc1d15	-1.669846795	0.080761407
Tbc1d15	-1.575231551	0.091539386
Hspa5	-1.345597695	0.179466526
Ankrd10	1.04605432	0.883711627
Cd9	1.954160822	0.096877705
Ifrd1	-1.028639403	0.938202881
Kars	1.276264284	0.322054304
Pfkp	-1.515779609	0.188234347
Ddx18	2.274320965	0.055023194
Ddx18	1.978159659	0.11021612
Nup85	2.976320385	0.034314213
Gm10051 /// Rpl28	1.051988411	0.832760994
Sav1	1.06303876	0.807363466
Ccnb1 /// Gm5593	4.098469253	0.005846968
Adm	-2.291738155	0.417710178
Raf1	-1.157307722	0.509098059
Arpc1a	1.134774793	0.553331317
Adam15	-1.48571403	0.136988582
Smad1	1.435768112	0.138806697
Rab1	-1.232255015	0.287548539
Zfand5	-1.111232473	0.628178599
Zfand5	-1.237033553	0.38809301
Zfand5	-1.880639132	0.028617949
Tpst2	-1.678383477	0.069639536
Ap1s1	1.179603608	0.448918088
Rps15	-1.069476661	0.810742776
Rps15	1.146409799	0.53653636
Pdhb	1.344994721	0.197935788
Map4	1.271454731	0.25292978
Map4	-1.032998039	0.907954484
Mrpl20	1.930869614	0.070549173
Adam9	-1.670921289	0.054185891
Sarnp	1.324899796	0.166242999
Vipas39	1.10083596	0.690233569
Rpl27	-1.195542046	0.456237535
Eif3d	1.146745476	0.544058087
Hist1h1c	-1.849959579	0.075117958
Ywhaz	-1.068077947	0.842510086
Ywhaz	-1.227686023	0.462045916
Mpdu1	-1.113530195	0.687940421
Nnt	1.042124611	0.86276104
Kti12	2.181113571	0.132637395
Nsg2	-1.959292891	0.067536465
Tmed3	-1.069616613	0.782421432
Fuca1	-1.353930471	0.26357237
Slc35a4	1.562537363	0.12274838
Cd83	1.195241407	0.681711611
Cox8a	-1.045591726	0.864185926
Fkbp8	-1.232086078	0.29661141
Orc3	-1.241096951	0.511259717
Orc3	1.005608394	0.9839482
Trim59	1.611656829	0.101399876
Txn1	1.990098919	0.048714653
Rrm2	3.208919944	0.016096595
Ccnd2	1.449540065	0.148826758
Ccnd2	1.340472788	0.241479994
Ccnd2	1.312402298	0.366977142
Fkbp5	-1.023157253	0.930399471
Polr1b	1.982806196	0.149795378
Dnpep	1.155252125	0.538926685
Gm6682 /// Tuba1c	1.409392485	0.385912468
Errfi1	-1.308272538	0.547442728
Prnp	-2.0552192	0.067927626
Efr3a	-1.161503387	0.564834572
Efr3a	1.052588528	0.870841093
Efr3a	-1.105353438	0.717173613
Aplp1	-1.526293328	0.200338308
Apex1	2.151432449	0.126708849
Anxa7	-1.283621128	0.317684185
Anxa7	-2.26002052	0.014231554
Dhx30	1.171169818	0.54823708
Rps6 /// Rps6-ps4	-1.112845469	0.683181616
Rps6	1.07474809	0.792453022
Atp5j	1.486570484	0.196357138
Dhx15	1.133137727	0.629515541
Dhx15	1.289186134	0.280072367
Hspa4	1.137433281	0.595711717
Hspa4	2.180960563	0.163192625
Laptm4b	-1.036889976	0.896503877
Srsf3	1.555639299	0.133270952
Srsf3	2.472935367	0.030172645
Srsf3	1.879582755	0.043930606
Srp54a /// Srp54b /// Srp54c	-1.960652875	0.018827375
Srp54a /// Srp54b	1.020523971	0.935223048
Hmgb3	2.750331874	0.078452529
Vcl	-1.207278134	0.385453063
Rad21	-1.122200744	0.621989126
Rad21	-1.031434321	0.909406971
Cops4	-1.184631817	0.502186093
Rab31	-1.7502056	0.168015951
Prdx4	1.759921383	0.026151476
Prdx4	1.562024159	0.073197591
Serpinf1	-17.4249941	0.0064925
Trap1	1.563897932	0.157807501
Kansl2	1.450534856	0.106886725
Pes1	1.280768837	0.279490644
Rbbp9	1.428490597	0.338294418
Vdac3	1.091747928	0.735455678
Gm21596 /// Gm6115 /// Hmgb1	1.949413635	0.031967398
Rbmxl1	2.74905642	0.028769445
Rdx	1.335016481	0.27017155
Rdx	1.567830079	0.049096971
Mesdc2	1.234220571	0.354038062
Apba3	-1.445262823	0.299054453
Ldhb	1.743051847	0.054717288
Hmga1 /// Hmga1-rs1	-1.622579873	0.094135983
Adh5	1.614606809	0.078631974
Pnrc2	-1.123491705	0.633918853
Pnrc2	-1.082888561	0.746062636
Gm2a	-1.255382272	0.498413827
Sec61a1	-1.855941128	0.036202601
Sec61a1	-1.551229526	0.336946925
Sec61a1	-1.182343777	0.618087173
Napa	1.067733275	0.846473297
Inpp5k	-1.276216138	0.338344308
Snrpc	1.548818147	0.102015536
Nelfcd	1.56668569	0.064415468
Crk	-1.147869841	0.589492374
Phb2	1.381285318	0.180168484
Glb1	1.068638743	0.866448355
Sipa1	-1.101257042	0.69360324
Taz	-1.755693798	0.067154637
Usp14	1.264299446	0.424726225
Glud1	1.311126243	0.237534035
Imp3	1.386241097	0.22827535
Magoh	2.206500584	0.0418827
Surf4	-1.110332084	0.657463447
Mcm4	2.188000908	0.024311702
Gosr1	-1.14654225	0.643084594
Reps1	-1.00371062	0.991771337
Rpl37a	-1.203161496	0.375893587
Rpl37a	1.210346123	0.356832883
Rpl19	1.037281464	0.877382453
Spcs1	1.26311386	0.334572503
Nsdhl	1.590410098	0.062592938
Sh3bp5l	1.028338167	0.914637616
Zbtb17	-1.258375133	0.346102822
Arpc1b /// Gm5637	-1.670085243	0.092920784
Arpc1b /// Gm5637	-1.037109815	0.9072858
Pin1	2.575795132	0.021339015
Rfk	1.436416814	0.147614189
Rfk	1.196592126	0.376678319
Vac14	1.545374112	0.26643066
Eif3i	1.066192622	0.798977164
Lrrc59	1.129939605	0.612164705
Lrrc59	1.501623532	0.12274838
Mpzl2	1.236272549	0.762934891
Ass1 /// Gm5424	-1.724012141	0.063400105
Psmb7	1.440097053	0.105280413
Sec13	1.334444515	0.21414223
Rpl35	-1.285873212	0.273968689
Cnbp	2.149321819	0.020388538
Aurkaip1	1.053170661	0.84900834
Coro1a	-1.120085793	0.642886739
Dctn3	1.136073586	0.636951963
Nadk	1.814199342	0.134723715
Nadk	1.250847051	0.552646588
Btg2	-3.903003375	0.012942175
Mcm6	1.8701013	0.030350518
Stk38	-1.436556393	0.169530762
Cdkn2d	-2.660194306	0.031545284
Vps16	-1.28452624	0.405324267
Tubb5	1.231822878	0.302438243
Capn2	-1.719867664	0.040002418
Tk1	2.260518017	0.016909464
Pex12	1.014545458	0.974718309
Snx1	1.011467828	0.968899486
Tmem19	1.105186005	0.648717796
Tmem19	1.383282965	0.231801429
Abcb9	-3.069838697	0.005658145
Abcb9	-2.018434265	0.018191993
Capn10	1.515252986	0.148135994
Scoc	1.808306531	0.044954018
Ets2	1.583436184	0.083929859
Atp5j2	1.154218885	0.500021447
Polr2g	1.041181706	0.877382453
Perp	1.074816553	0.844263383
Lamtor3	1.236440963	0.313428245
Ctns	-1.307102353	0.210395917
Rps4x	-1.305485851	0.216630173
Gm13777 /// Rplp1	-1.088908343	0.698571202
Atp5o	1.491629227	0.083056261
Ap1b1	-1.314815783	0.283097977
Uba2	1.44015545	0.115325129
Wdr45b	-1.15576232	0.532350817
Psmc3	1.481750306	0.131580594
Gart	3.981887785	0.023344126
Mrpl28	1.689522613	0.045429226
Ndufc1	1.595568443	0.050101282
Dnaja1	1.475281135	0.107703336
Psmc4	1.833671612	0.150166246
Psmc4	1.727986858	0.10704989
Prdx3	1.774842163	0.025892531
Scamp3	-1.145022671	0.637197067
Il2rg	-1.819389836	0.026800125
Il2rg	-2.054412369	0.016162836
Shcbp1	2.277658136	0.021402426
Slc25a3	1.061976911	0.839205457
Litaf	1.214788913	0.3772869
Litaf	1.505013163	0.088893499
Sh3bp4	1.601555836	0.111729465
Ap1m1	1.20343841	0.500559805
Ugdh	-1.290386042	0.596957019
Nusap1	2.108577302	0.113253026
Tuba3a /// Tuba3b	1.697287472	0.112528267
Rars	-1.097032441	0.767837997
Mllt11	-1.276838035	0.381926094
Abhd4	-1.060109445	0.852514429
Stambp	1.530087759	0.082651325
Serpinb1a	-3.73444773	0.007123394
Adk	1.007946864	0.977298263
Sec22a	1.221245381	0.366887193
Kctd20	1.213532167	0.443692662
Kctd20	1.103680928	0.751205346
Crip1	-1.285103802	0.405324267
Ufc1	-1.489838429	0.072846817
Atp6v0e	-1.766216635	0.031885651
Cyfip1	1.152195183	0.542187939
Cd81	-2.77369135	0.017432973
Nfe2l1	-1.176924318	0.498293722
Cirbp	-1.380564236	0.413650015
Dok2	-1.382097958	0.188853063
Wwox	-1.021234036	0.949191196
Mif	1.202639453	0.367978307
Gm14277 /// Snrpd1	2.049296392	0.068659171
Uqcrb	1.089316774	0.806396967
Sh3gl1	-1.411380314	0.149353409
Prkcsh	-1.223511025	0.510656066
Man2b1	-1.575025109	0.10869038
Polr2c	1.413180769	0.213482316
Lamp2	-2.415858019	0.023801331
Lamp2	-3.493518089	0.007123394
Timm8a1	3.311093112	0.007366377
Timm8a1	2.39484231	0.04179692
Men1	1.137858617	0.661656608
Men1	1.306016833	0.245484931
Mrpl34	1.607839677	0.141792683
Klf16	1.504263422	0.229248469
Map2k1	-1.097056998	0.701018642
Tecr	-1.048462677	0.836323008
Nr1h2	-1.53338985	0.107198442
Rbmx	2.821623976	0.007898384
Gmpr2	1.679230375	0.045640316
Mfsd10	-1.328102825	0.198609825
Snx18	-4.554302072	0.012601167
Snx18	-1.873326485	0.115812518
Fkbp4	2.621830187	0.027564899
Fkbp4 /// LOC102642559	1.170180121	0.59004774
Hsp90ab1	1.400616118	0.188718747
Hsp90ab1	1.528391335	0.101399876
LOC102641347 /// Ndufc2	1.154634639	0.533347862
1110001J03Rik	1.799758044	0.067313804
Gsta4	1.142665872	0.628177073
Hiatl1	1.330732404	0.266530504
Zscan21	1.081187959	0.732285472
Ptdss1	-1.021753578	0.935780825
Nfs1	1.117949666	0.614295281
Ap3m1	1.272192906	0.333188977
Ap3m1	-1.224882415	0.424021016
Tmem97	2.362299628	0.012790079
Pdcd7	-1.088001098	0.729606787
Pnkp	1.005124676	0.986350648
Panx1	-1.017506185	0.945169744
Mov10	1.338580235	0.27328501
Prdx5	-2.685275759	0.016232395
Ctsc	1.761027789	0.080585859
Pcx	-1.159100818	0.724812757
Cope	-1.437119978	0.196503541
M6pr	1.137379765	0.554322247
M6pr	1.426670112	0.193884563
Pip4k2c	-1.148423597	0.536352807
Pip4k2c	1.074298253	0.738123746
Rcbtb2	1.159187207	0.672403312
Ptcd1	1.1688656	0.469270108
Atp6v0c	-1.034655902	0.892142818
Emg1	1.466462216	0.091724018
Bag1	1.799675155	0.024576312
Guk1	1.974895935	0.016305742
Mesdc1	1.182920751	0.501086512
Hmox2	1.095129743	0.719701062
Pycrl	2.049545596	0.036533857
Cd82	-2.045171448	0.041400585
Abcb10	-1.185464171	0.448998715
Abcb10	-1.023789939	0.92022162
LOC100862433 /// Rps16 /// Rps16-ps2	-1.124155362	0.659686211
Pea15a	-1.399864515	0.160772944
Pea15a	-1.802345038	0.084480923
Acox1	-1.605665293	0.106596642
Acox1	-1.223779664	0.523971127
Pafah1b3	-1.198478517	0.667442028
Nsmaf	-1.375652334	0.135936808
Emilin1	-1.39387524	0.238404572
Gm8203 /// H2afz	2.517640224	0.01495403
Gstm1	-1.76979252	0.078374334
Ndufb7	2.154541293	0.016393876
Gabarapl1	-1.70019367	0.032335986
Gabarapl1	-1.631190434	0.101701865
Gm5451 /// LOC101056029 /// Rpl9	-1.262527075	0.295378763
Ssb	1.61834612	0.13385198
Ssb	1.64271198	0.175935165
Ssb	1.715416806	0.153665236
Plin3	-1.762566387	0.058136602
Pex19	1.25830778	0.256859325
Rab5a	1.00969339	0.969506983
Ccni	-2.615767392	0.030347111
Thap11	-1.09150445	0.68363427
Cat	1.483475234	0.104326922
Cat	1.254834916	0.283097977
Tubb6	-1.906015812	0.045792859
Pfkfb3	-1.73586778	0.104051187
Rpa2	2.511931417	0.025468881
Uqcc1	1.304257685	0.354721857
Mapk8ip3	-1.318520258	0.283367232
Puf60	-1.085207174	0.714366153
Dctpp1	2.23854929	0.047149347
Cd164	-1.736538929	0.042521837
Ier2	1.218524377	0.431558143
Sae1	2.292565667	0.050234473
Fam98a	2.474337202	0.020403008
Tmem30a	-1.266823129	0.341369736
Tmem30a	-1.372895227	0.268523159
Itpa	1.404072104	0.258974963
Stxbp2	-1.552308503	0.19659342
Taf8	1.032271364	0.906422604
Taf8	-1.058133153	0.813492709
Oat	1.512786979	0.067574532
Gm21571 /// Rps12 /// Rps12-ps10 /// Rps12-ps11 /// Rps12-ps12 /// Rps12-ps13 /// Rps12-ps14 /// Rps12-ps15 /// Rps12-ps16 /// Rps12-ps18 /// Rps12l2	-1.069146665	0.794810223
Ddah2	-1.083425675	0.807800002
Arf2	1.209709467	0.397102303
Caprin1	1.075270185	0.769882679
Caprin1	1.139562273	0.678347059
Caprin1	1.45302219	0.342369949
Vapa	-1.385972854	0.171253853
Vapa	1.033771369	0.898530832
Ddx3x	-1.000769077	0.99797633
Luzp1	1.177377731	0.484107399
Rpn1	1.605655577	0.103563122
Cept1	-1.750348209	0.03626465
Syap1	-1.644549104	0.038741417
Ube2d2a	-1.089965607	0.766770809
Ube2d2a	-1.050318029	0.871508445
Ube2d2a	-1.134128735	0.575517135
Mdh2	1.228920424	0.409864408
Tmem14c	1.672337153	0.169952047
Higd1a	1.172013032	0.513017594
Higd1a	-1.06916786	0.854056731
Ttc3	1.223135444	0.365851038
Ttc3	-1.2130207	0.54469149
Ttc3	-1.067708556	0.770887931
Timm23	2.375087106	0.016096595
Aimp1	-1.441364848	0.169957693
Ccng2	-3.315680211	0.010843061
Pi4k2b	1.856591614	0.035362892
Ccne1	1.990180944	0.086274443
Ddost	-1.011085488	0.968564406
Ndufs5	2.594951094	0.008689129
BC002163 /// Ndufs5	1.595961843	0.04734238
Mrfap1	1.506009423	0.070727188
Pdia4	1.218201304	0.312063459
Ppic	2.030895212	0.024875704
Dctn6	-1.593195075	0.09244914
Sacm1l	-1.811421869	0.036202601
Pdpk1	-1.059233163	0.879097155
Preb	-1.382643376	0.185841759
Lxn	-1.157869735	0.608045748
Ulk1	-1.232833214	0.44096543
Nr4a1	1.548891554	0.063400105
Psma6	1.699147541	0.038852786
Med28	1.571000515	0.10366688
Tm9sf3	-1.091464403	0.739740175
Mrpl4	-1.01431655	0.95692725
Cdc42ep4	-1.030811253	0.915593763
Nubp2	2.268521252	0.028444761
Fscn1	-1.551397993	0.277611773
Pnpla6	-1.513553765	0.157892663
Gm4604 /// Rpl36	1.334931877	0.209406893
Gm4604 /// Rpl36	1.226270585	0.32255079
Sepw1	-2.544966594	0.029691248
Grcc10	-1.292173871	0.265810923
Spop	-1.720464983	0.029504395
Spop	-1.009064374	0.97659118
Park7	-1.143332846	0.573652111
Sh3bgrl3	-1.200168215	0.58140524
Emp1	-7.383747694	0.042480252
Pnp	2.068953343	0.028932359
Gsto1	1.637735877	0.220878458
Trrap	-1.251437248	0.285317856
Egln2	-1.161527572	0.466129074
Dpf2	-1.444129669	0.163308302
Mcrs1	1.271138627	0.266452414
Mum1	1.065840348	0.826715465
Creld1	1.185616172	0.457913851
Siae	1.175205254	0.559440323
Hgs	-1.269575383	0.322270874
Clpb	-1.085078748	0.809315046
Phf1	-2.046682201	0.047653429
Nfe2l2	-2.177901036	0.012505999
Ezh2	1.065274859	0.779000912
Zdhhc7	1.096155285	0.740511566
Rpl6	-1.137993013	0.577606156
Ndufb3	1.137376985	0.561882624
Slc35b4	-1.25521162	0.486745615
Slc35b4	1.098743027	0.782407675
Slc35b4	-1.167063608	0.571679032
Atp2a2	1.264824129	0.269090094
Stra13	2.031013594	0.026980195
Pdlim1	1.789317245	0.032412084
Ei24	1.49281397	0.10893996
Tspan31	1.506849614	0.173272044
Eftud2	2.053483182	0.103214478
Melk	2.837120466	0.003913141
Rrp8	1.819186312	0.049983221
