#result_type=3
Pten	4	4	518	5	3	525	13	18	7305	0.0015066	0.0438406	0.0123169
Vegfa	3	2	519	13	5	515	71	10	7254	0.000498902	0.717837	0.0127483
Tlr4	7	1	518	5	2	518	32	8	7293	0.0259884	0.0136887	0.342416
Myc	11	1	509	6	5	521	55	23	7238	0.0170467	0.0143239	0.724104
Txn1	5	0	521	2	0	532	6	4	7331	0.00392433	0.0145824	0.472455
Tnfrsf1a	3	0	522	3	2	526	8	0	7327	0.000405924	0.0147264	0.0860261
Esr2	3	2	518	6	1	528	11	8	7309	0.00274241	0.249677	0.0148799
Kng2	4	1	521	2	0	531	9	2	7329	0.024126	0.016125	0.514149
Il5	3	0	522	7	1	524	21	3	7316	0.0211378	0.690537	0.0162959
Il11	1	3	522	4	1	528	13	4	7326	0.0091677	0.80563	0.0165772
Igf1	14	0	510	21	1	512	103	30	7190	0.00114549	0.38501	0.0173507
Hgf	5	3	517	10	8	517	52	15	7269	0.000107787	0.017643	0.0379165
Mapk8	9	0	513	17	4	505	67	17	7220	0.000142021	0.0314053	0.0186444
Il21	3	0	522	10	1	523	18	13	7311	0.000449483	0.371023	0.0188622
Hras	6	1	519	6	3	524	23	8	7304	0.00253548	0.0193215	0.061236
Tgfbr1	0	4	522	3	0	532	15	4	7323	0.00506793	1	0.0201469
Sphk1	1	3	522	1	1	531	7	2	7334	0.00925792	0.557755	0.0208761
Sod2	0	3	523	1	1	532	4	3	7336	0.019663	0.939456	0.0210658
Syk	3	0	522	3	1	530	5	3	7335	0.00626406	0.021097	0.194147
Smarca4	1	4	521	3	0	532	11	6	7322	0.00904313	1	0.0211538
Ccl5	2	1	522	4	3	528	9	2	7333	0.00147228	0.0213036	0.156846
Dkk1	1	5	520	0	1	534	3	8	7332	0.0182687	0.921292	0.0222434
Fgf7	6	1	517	2	1	531	15	4	7322	0.0162486	0.0234401	0.589585
Tlr7	4	0	522	5	1	528	15	0	7325	0.00140842	0.0723681	0.023613
Ins2	17	1	506	23	10	502	149	60	7099	0.0012174	0.0237554	0.347128
Ptk2	2	1	521	3	2	530	6	4	7329	0.00645834	0.0246133	0.133446
Hspd1	4	0	521	2	1	531	12	4	7326	0.100175	0.0264173	1
E2f3	6	0	519	0	0	534	6	2	7336	0.00284684	0.0266546	1
Odc1	3	0	523	1	1	533	2	4	7334	0.0122691	0.0271802	0.848386
Atm	0	3	521	2	1	532	4	4	7331	0.0418035	1	0.0274652
Cd4	9	2	515	17	9	507	74	36	7226	0.00021035	0.0580485	0.0282944
Nr1h4	1	4	521	2	1	532	15	6	7320	0.0308582	1	0.0297057
Nod2	3	0	523	3	0	532	5	1	7337	0.01075	0.0310156	0.239809
Cd86	2	0	523	5	1	527	9	1	7330	0.00873381	0.653355	0.0328078
Cd3e	3	2	522	3	0	532	4	3	7336	0.00299497	0.289413	0.0331311
Cd274	1	2	523	3	2	531	5	2	7336	0.00308181	0.290714	0.033334
Cd8a	6	3	517	13	5	511	50	22	7263	0.00211258	0.092393	0.0339198
Elane	3	0	523	5	0	530	11	1	7330	0.0178566	0.62482	0.0344369
Vip	0	6	519	3	2	527	21	16	7302	0.0167238	1	0.0347679
Foxo3	3	3	518	4	3	526	19	11	7304	0.0335103	0.0348257	0.388523
Egr2	1	1	523	4	0	531	7	2	7334	0.0390571	1	0.0348495
Ptgs2	5	0	519	5	4	524	32	8	7296	0.0146795	0.0352311	0.521143
Id1	3	2	520	0	1	533	3	4	7330	0.00807229	0.0363421	0.493989
Cdkn1b	0	5	521	1	1	532	6	11	7327	0.0892409	1	0.0365236
E2f2	6	2	519	0	1	533	10	3	7331	0.000967362	0.0382918	0.418732
Snca	4	0	522	0	1	534	6	8	7329	0.0410044	0.0388885	1
Cd80	3	0	523	3	2	528	7	1	7329	0.00366018	0.0389116	0.353584
Serpinc1	0	3	523	1	1	533	2	5	7337	0.0307086	0.835194	0.0392157
Ifnb1	4	2	518	11	7	517	52	19	7267	0.00115829	0.19397	0.0397929
Prkca	4	1	520	4	1	526	16	5	7313	0.0359274	0.043886	0.250031
Nfkbia	1	1	524	1	5	526	7	18	7317	0.138337	0.0440603	1
Hdac4	1	3	522	0	4	530	0	12	7330	0.00612047	0.0441357	0.385308
Gja1	0	1	525	2	2	531	1	5	7337	0.0245197	0.680633	0.044981
Bmp6	0	0	526	6	2	528	6	6	7331	0.00221853	0.870143	0.0462615
Xdh	2	0	524	3	1	531	2	3	7334	0.00230303	0.0862109	0.0467753
Prl	10	0	515	11	1	521	47	18	7270	0.00283257	0.148855	0.0482346
Map3k1	4	2	520	1	2	530	21	2	7318	0.0098045	0.0483928	0.934391
Thbs1	2	2	522	1	0	533	3	4	7333	0.0239113	0.486074	0.0490401
Map2k1	6	0	517	9	1	518	30	9	7297	0.00763589	0.10422	0.0510262
Tnfrsf9	3	0	523	0	2	531	12	2	7331	0.0448855	0.0515515	1
Spp1	5	0	521	5	0	529	10	9	7322	0.00165925	0.129222	0.0519949
Flt3l	3	1	522	3	2	530	13	0	7329	0.00148064	0.0532807	0.21943
Reg3g	1	0	525	3	1	530	4	2	7335	0.0227867	0.41429	0.0556995
Agt	14	4	508	21	2	510	128	19	7183	0.0282938	0.716495	0.0567296
Tlr9	3	0	523	4	1	530	13	1	7317	0.0170465	0.0577229	0.196371
Irf4	2	1	522	3	0	529	5	2	7330	0.0220621	0.49092	0.0578423
Bcl6	0	4	522	1	6	527	2	11	7324	0.00263896	0.0589237	0.103098
Hspb1	2	2	521	2	0	533	5	7	7330	0.0650208	0.877277	0.0603383
Alb	4	0	520	9	1	521	30	10	7300	0.0696542	1	0.0607773
Pggt1b	0	1	525	4	1	530	6	7	7331	0.0300021	1	0.0613126
Icam1	3	0	523	4	1	527	8	3	7328	0.0103646	0.0631657	0.182112
Crh	2	1	522	5	0	530	12	3	7328	0.0474895	0.815802	0.0673423
Src	8	0	515	4	2	525	43	14	7267	0.16165	0.0703124	1
Tgfb3	1	3	522	2	1	533	14	1	7326	0.00412873	0.549918	0.0705416
Tcf3	1	0	525	5	1	528	11	6	7316	0.039545	0.717471	0.0706384
Csf2	7	2	517	14	3	512	73	20	7240	0.0615372	0.750462	0.0707821
Ahr	2	0	520	8	2	524	11	10	7309	0.00236807	0.614259	0.0711219
Fos	6	1	515	8	1	525	29	8	7293	0.0157149	0.104377	0.0749898
Klf2	0	3	522	2	3	529	3	10	7328	0.0187281	0.285276	0.075126
Akt1	10	5	503	8	9	504	76	43	7191	0.0854091	0.0760779	0.990925
Lgals3	3	1	522	2	0	531	5	2	7332	0.0187031	0.0760801	0.268111
Mapk7	0	1	524	3	1	531	7	3	7327	0.0602716	1	0.0777528
Eif2ak2	1	2	523	2	0	529	10	1	7331	0.0735715	1	0.0812983
Hdac1	0	7	518	1	4	527	6	30	7303	0.118116	0.847322	0.0815209
Prkce	2	1	523	4	3	529	13	7	7315	0.0166511	0.148215	0.082453
Il10ra	1	2	523	1	2	531	1	5	7338	0.015265	0.0835968	0.204637
Trh	1	1	524	2	0	533	4	4	7334	0.138382	1	0.0856522
Lck	2	1	523	1	2	531	5	1	7334	0.0069515	0.0862988	0.178975
Cd44	3	2	520	0	1	532	10	2	7317	0.0376476	0.0867925	1
Il33	3	0	523	4	0	530	13	0	7331	0.0404104	0.455617	0.0872689
Cd27	3	0	522	3	1	528	4	1	7335	0.00427492	0.0882216	0.151773
Brca1	4	3	517	4	1	529	20	8	7311	0.0618802	0.713618	0.0891491
Nppa	0	3	523	2	3	530	11	7	7323	0.0229981	0.483792	0.0897075
Cd40lg	7	0	518	11	4	517	55	7	7276	0.00464748	0.0932766	0.206481
Rel	3	0	523	4	0	527	14	5	7313	0.153537	0.89022	0.0933784
Sftpa1	0	2	523	1	2	532	4	2	7338	0.0161773	0.358624	0.0940619
Runx3	0	1	522	2	1	531	3	6	7331	0.141538	1	0.0955714
Bmp2	1	2	523	9	4	521	41	13	7280	0.0196682	1	0.0997808
Plg	1	1	524	2	0	533	6	1	7336	0.115092	0.990123	0.103625
Ar	4	3	519	5	1	526	16	10	7288	0.0275721	0.547148	0.104195
Prkcq	3	0	523	1	0	533	7	0	7329	0.059571	0.106359	0.953293
Ngfr	2	3	520	1	1	531	5	8	7324	0.0393691	0.420457	0.106426
Il6ra	2	0	523	5	1	528	13	3	7328	0.0440814	0.496511	0.109545
Fasl	1	0	525	4	2	529	8	2	7330	0.0100465	0.371405	0.110548
Nos3	1	1	524	2	1	532	9	1	7328	0.0656683	0.733325	0.110802
Pthlh	3	2	519	1	2	531	16	4	7320	0.0373931	0.11175	0.524353
Yy1	1	1	522	0	3	532	12	9	7310	0.233655	0.11451	1
Egr1	4	1	519	7	0	522	21	14	7290	0.0369488	0.81787	0.116833
Bmp4	1	1	523	7	3	524	33	6	7298	0.0398282	1	0.121086
Smad7	2	3	521	1	2	532	6	11	7325	0.0505009	0.259589	0.121421
Irf8	0	1	525	3	0	531	8	4	7322	0.184738	1	0.128085
Gast	1	0	525	5	0	530	15	3	7323	0.226274	1	0.130815
Vdr	1	4	520	0	2	528	8	4	7326	0.00387328	0.131185	0.145474
Tsc22d3	1	3	522	0	1	534	3	3	7334	0.0145644	0.219083	0.131195
Traf6	1	1	523	2	0	533	5	2	7333	0.110918	0.798886	0.131943
Ptpn6	0	4	522	0	0	533	4	5	7332	0.0437394	1	0.13337
Mif	3	0	523	5	2	529	15	7	7320	0.0263913	0.1342	0.200727
Ghrl	3	3	520	3	1	530	16	12	7315	0.149569	0.781093	0.135206
Hc	1	0	524	4	1	530	9	1	7328	0.0374186	0.516727	0.137827
Junb	1	1	524	2	2	530	7	3	7328	0.0536051	0.141102	0.458667
Ets1	1	0	525	5	0	528	15	1	7310	0.18938	1	0.141326
Tac1	5	0	521	6	0	528	26	3	7312	0.0879788	0.19334	0.142136
Il2ra	1	0	524	6	2	527	14	7	7323	0.0174666	0.49688	0.145231
Nr4a1	1	1	522	3	2	529	8	6	7324	0.0566753	0.414435	0.146024
Muc1	2	0	523	2	0	532	5	2	7334	0.150538	0.17293	0.61796
Foxp3	0	1	524	4	2	527	8	5	7331	0.0210703	0.58386	0.173768
Myd88	3	0	522	2	0	528	6	1	7316	0.0522388	0.179141	0.409028
Ikbkb	2	2	521	2	1	528	12	9	7316	0.30191	1	0.180141
Casr	3	0	522	0	0	535	6	2	7333	0.283381	0.184731	1
Wnt5a	3	0	521	2	0	532	9	3	7332	0.198575	0.188237	0.61825
Fas	3	1	522	4	4	523	20	15	7303	0.0978104	0.188607	0.594192
Lyn	2	1	523	1	1	532	6	4	7331	0.178622	0.190514	0.632954
Ctgf	2	0	524	4	3	526	15	2	7324	0.00969893	0.190727	0.335031
Pth	3	0	523	8	0	525	33	7	7300	0.147224	0.986779	0.19176
Apoe	0	4	522	1	1	533	7	8	7328	0.15864	1	0.193024
Lep	8	3	514	8	6	519	61	30	7243	0.0921414	0.250414	0.195196
Cck	4	0	522	1	0	534	10	1	7331	0.174924	0.199394	1
Tnfsf13b	3	0	522	5	1	530	20	6	7316	0.125784	0.200404	0.410367
Cebpd	0	1	525	4	0	531	8	2	7331	0.0725324	1	0.201409
Jun	4	1	519	10	0	518	46	17	7257	0.126612	1	0.201902
Il16	1	3	521	0	2	531	7	1	7335	0.00248832	0.212319	0.204121
Hbegf	3	0	522	1	1	532	12	3	7323	0.278673	0.204864	1
Adrb2	1	2	522	4	1	528	14	5	7320	0.132449	1	0.207448
Socs3	0	2	524	0	4	529	4	14	7322	0.229752	0.208345	1
Ltf	1	4	522	0	0	534	10	6	7324	0.0546395	1	0.208361
Shh	2	0	522	4	2	527	25	1	7304	0.0411369	0.693883	0.209425
Tsc2	2	0	524	2	0	533	4	4	7334	0.0955643	0.542626	0.213558
Rock1	3	0	522	2	0	533	12	2	7321	0.313583	0.218189	1
Tbxa2r	1	0	525	2	0	533	8	1	7331	0.419662	1	0.218566
Prnp	1	0	525	3	0	532	6	3	7335	0.155902	0.982181	0.220838
Ptger4	2	2	521	2	0	532	10	7	7325	0.162167	0.766745	0.223184
Hdac3	1	2	522	2	2	531	3	10	7327	0.0604318	0.223768	0.307783
Pias1	1	1	523	2	0	532	7	0	7334	0.0612754	0.742414	0.227673
Ppargc1a	5	0	521	7	0	527	32	5	7297	0.139442	0.464452	0.230509
Grp	2	0	523	1	1	533	12	3	7327	0.416324	0.232027	1
Nkx2-1	0	1	525	2	0	533	7	2	7333	0.278544	1	0.241007
Thpo	3	0	523	4	1	529	24	3	7314	0.243242	0.667472	0.241507
Tgfb2	1	2	522	2	2	531	17	6	7317	0.141981	0.843055	0.241782
Cort	0	1	524	0	3	532	4	5	7334	0.206705	0.246893	1
Tslp	0	1	525	2	0	533	9	0	7334	0.102702	1	0.247342
Gata3	1	1	522	0	2	533	8	3	7328	0.211438	0.248404	1
Nfatc3	2	0	524	1	1	531	5	3	7335	0.159103	0.251272	0.879666
Nfya	2	2	521	0	1	534	9	5	7324	0.148759	0.251338	1
Nfkb1	2	0	522	2	1	532	7	6	7318	0.169443	0.251433	0.776435
Nr0b2	0	0	526	1	4	530	2	19	7321	0.167044	0.252914	1
Nrg1	4	1	520	7	1	527	42	8	7289	0.279494	0.847991	0.254369
Raf1	5	1	518	6	1	524	33	9	7283	0.157994	0.322821	0.254482
Trp73	0	2	524	3	0	532	20	7	7307	0.245674	0.741639	0.25802
Mdm2	0	3	520	1	0	533	4	10	7325	0.209436	1	0.260444
Adora2a	1	3	522	1	3	531	9	3	7331	0.0165005	0.612005	0.261392
Hif1a	2	1	521	9	0	522	38	13	7261	0.121471	1	0.262732
Map2k6	2	0	522	1	1	532	8	8	7322	0.434328	0.270039	1
Prdm1	0	2	524	2	1	530	2	10	7332	0.0833223	0.733616	0.276856
Kras	1	1	523	2	4	529	20	13	7305	0.264026	0.277119	1
Retn	1	0	525	3	1	531	7	3	7330	0.102304	0.412954	0.280031
Serpinf1	1	2	523	0	2	533	6	9	7328	0.253038	0.280112	1
Erbb2	3	1	522	4	5	526	32	11	7289	0.0592144	0.280834	0.746689
Ppara	5	5	513	6	1	524	52	32	7243	0.411303	1	0.286113
Edn1	7	0	518	11	2	521	59	9	7270	0.0787365	0.286395	0.294962
Nampt	1	0	525	0	1	534	11	0	7331	0.285229	0.286553	1
Oxt	0	2	524	2	0	533	12	2	7328	0.11698	1	0.290147
Hmox1	1	3	522	2	2	530	14	13	7309	0.291891	1	0.291452
Dll1	2	2	523	1	1	533	7	3	7332	0.0690328	0.294708	0.480717
Cxcl12	3	1	522	5	3	526	26	5	7311	0.0417314	0.302513	0.309472
Creb1	2	1	515	5	2	515	33	10	7254	0.447384	1	0.308366
Cxcr4	0	0	526	1	3	531	9	2	7328	0.0824842	0.317293	1
Myocd	0	2	524	1	0	534	11	0	7331	0.0463601	1	0.317815
Hmgcr	2	0	524	0	2	532	11	7	7325	0.327855	0.31969	1
Tnfsf13	2	0	523	2	0	533	6	1	7334	0.150674	0.380831	0.320257
Stat1	2	2	521	4	1	523	19	12	7291	0.252733	0.813144	0.323761
Il17f	2	0	524	2	0	533	6	1	7337	0.192748	0.632714	0.326702
Jag1	2	1	523	1	0	534	7	1	7335	0.127857	0.330377	0.654614
Chuk	2	2	520	1	1	529	8	2	7329	0.0528496	0.613265	0.332197
Mapkap1	2	0	524	3	0	532	7	4	7330	0.144567	0.590448	0.332764
Gata4	0	1	524	2	0	530	11	3	7323	0.47481	1	0.333093
Apc	1	2	523	2	0	533	5	6	7326	0.222007	1	0.333667
Mapk11	0	0	524	3	0	532	7	2	7330	0.263807	1	0.333949
Braf	0	0	522	2	3	529	7	4	7327	0.092153	0.335527	1
Gdnf	2	2	522	2	0	533	17	4	7320	0.263109	1	0.335579
Wnt3a	3	0	521	3	0	532	18	4	7321	0.428233	0.337545	0.84187
Parp1	3	1	519	2	1	528	13	6	7310	0.183262	0.343679	0.3827
Actb	5	0	521	2	0	533	11	3	7328	0.124377	0.34397	0.916373
Ifna1	2	0	524	1	0	533	6	2	7334	0.401555	0.346478	1
Sst	1	3	522	0	0	534	8	7	7327	0.180219	1	0.348179
Il24	2	0	524	4	1	530	12	8	7323	0.155216	0.633643	0.35272
F10	0	2	523	1	1	533	9	1	7333	0.0647963	1	0.354236
Gfi1	0	1	524	0	4	529	8	8	7323	0.146269	0.354919	1
Cnr1	1	2	522	2	0	533	9	7	7325	0.311492	1	0.35496
Ptger2	1	1	522	2	2	530	8	7	7326	0.149653	0.381272	0.365878
Cbl	0	2	522	1	1	533	6	2	7332	0.164065	1	0.368473
Uts2	0	2	524	0	0	535	10	1	7333	0.113317	1	0.369308
Prkcz	1	1	524	2	0	531	13	2	7319	0.358138	1	0.369586
App	8	0	517	12	1	520	50	15	7268	0.037485	0.439323	0.371678
Rara	2	1	523	2	0	531	16	8	7309	0.67986	1	0.372195
Usf1	2	1	522	0	0	533	10	2	7322	0.236621	0.375318	1
Cebpa	2	3	519	5	2	523	26	12	7284	0.176064	0.856096	0.380981
Proc	0	2	524	0	3	532	6	9	7329	0.210451	0.384061	0.682359
Hdac2	0	3	523	0	1	534	2	9	7329	0.315868	1	0.384097
Ppargc1b	2	0	524	2	0	533	9	1	7332	0.402324	0.384305	0.687382
Pdcd4	0	3	523	0	1	533	2	6	7335	0.147735	0.395056	0.387635
Igf2	1	1	524	3	1	530	14	8	7320	0.390617	1	0.392212
Cast	2	0	524	1	2	532	5	6	7331	0.200188	0.394688	1
Pdx1	2	1	523	0	1	531	5	5	7329	0.193899	0.399648	0.85853
Casp3	2	0	524	1	1	533	4	4	7330	0.276122	0.401221	1
Sgk1	1	0	525	1	1	532	9	0	7334	0.170068	0.402888	1
Ncam1	1	0	524	2	1	530	6	1	7336	0.136404	0.452294	0.404309
Mstn	0	0	525	2	0	532	3	6	7332	0.299728	1	0.410364
Myod1	0	1	524	3	3	528	17	5	7316	0.0458915	0.41257	0.621909
Cxcl10	0	1	525	2	3	530	7	4	7332	0.0473508	0.557749	0.414009
Gata6	0	1	525	2	0	532	7	2	7333	0.325164	1	0.419416
Pgf	1	0	525	2	0	533	8	1	7335	0.442989	1	0.424095
Il1rn	0	3	523	1	0	534	3	12	7329	0.27968	1	0.427866
Smad2	0	2	523	2	3	529	18	5	7314	0.029782	0.428955	0.557362
Cd2	3	0	521	0	1	532	14	4	7321	0.379193	0.431117	1
Cnr2	0	3	522	0	0	534	2	6	7332	0.267959	1	0.443023
Tgfa	3	0	523	5	2	527	31	9	7296	0.266342	0.449957	0.716019
Map2k4	3	0	522	1	0	534	8	4	7327	0.257523	0.450213	1
Ncoa3	2	0	523	2	0	532	9	1	7329	0.413974	0.451633	0.61267
Gnrh1	4	0	521	4	2	527	29	12	7296	0.404095	0.454975	1
Max	1	1	524	1	1	532	6	3	7335	0.241088	0.592221	0.459542
Foxo1	4	0	521	7	0	526	24	17	7296	0.0591229	0.894771	0.459985
Prkcb	3	1	522	2	0	533	14	5	7315	0.253173	0.460305	0.530445
Flt3	0	0	526	2	3	528	6	5	7332	0.0643609	0.462507	0.684687
Fgf1	2	0	524	4	1	530	16	3	7320	0.208136	0.467974	0.701998
Dusp1	0	1	525	2	1	530	3	9	7328	0.253895	1	0.469379
Vhl	0	0	523	0	3	530	2	12	7324	0.518102	0.474919	1
Atf4	1	0	524	2	2	531	9	2	7329	0.171087	0.475669	1
Dnmt1	1	3	521	0	2	533	2	11	7322	0.168617	0.655215	0.475919
Cebpb	2	1	521	6	1	520	27	9	7287	0.299176	1	0.477743
Tnfsf12	0	0	525	3	0	531	14	3	7323	0.523559	1	0.479261
Lcn2	1	0	525	1	1	533	6	3	7335	0.412246	0.479704	1
Itgb2	2	1	522	1	0	534	4	3	7335	0.114282	0.482513	0.484341
Tnfsf14	2	0	523	2	0	533	10	1	7332	0.391578	0.483817	0.536296
Insr	1	1	524	1	1	533	7	8	7322	0.602319	1	0.484737
Tert	1	1	523	0	1	534	10	3	7324	0.335558	0.486642	1
Fyn	3	0	523	1	0	533	9	4	7324	0.310935	0.50272	1
Hsf1	2	0	522	1	0	533	6	3	7326	0.372094	0.504409	1
Socs1	0	1	525	1	0	531	4	18	7315	0.795904	0.50567	0.705588
Ripk1	0	1	525	1	0	532	4	7	7330	0.65418	1	0.51419
Afp	0	2	522	0	0	535	9	0	7333	0.164024	1	0.517069
Camp	1	1	524	2	1	532	6	2	7336	0.155679	0.837672	0.517238
Cntf	1	1	522	3	0	532	24	5	7313	0.869436	1	0.522183
Esr1	0	3	517	3	3	528	25	11	7278	0.105243	1	0.522266
Cdk2	3	0	519	0	0	535	6	7	7329	0.295221	0.525736	1
Inhba	3	1	522	4	2	528	30	15	7295	0.726452	1	0.531643
Crebbp	2	1	518	4	1	528	27	5	7301	0.447142	1	0.535933
Ilk	3	0	522	1	0	533	10	4	7323	0.318704	0.5426	1
Ntf3	1	0	525	2	1	532	11	3	7324	0.384117	1	0.549688
Bcl2	0	3	521	4	3	527	14	18	7305	0.157352	1	0.551668
Npy	0	2	524	0	0	535	7	3	7334	0.282336	1	0.552354
Foxo4	1	0	525	2	1	531	7	3	7333	0.314987	0.555866	0.716507
Nr1i2	1	1	524	0	1	531	6	5	7327	0.43878	0.562334	1
